date,OUT_PLANNED_GWH_D,OUT_UNPLANNED_GWH_D,OUT_N_EVENTS
2024-07-26,358.7,302.2,14
2024-07-27,281.7,302.2,12
2024-07-28,281.7,302.2,12
2024-07-29,281.7,302.2,12
2024-07-30,664.9999999999999,302.2,17
2024-07-31,827.4999999999999,302.2,18
2024-08-01,281.7,663.4,15
2024-08-02,281.7,1205.2,17
2024-08-03,281.7,302.2,13
2024-08-04,281.7,302.2,13
2024-08-05,317.1,663.4,16
2024-08-06,317.1,302.2,14
2024-08-07,139.1,302.2,13
2024-08-08,139.1,302.2,14
2024-08-09,139.1,302.2,13
2024-08-10,139.1,302.2,12
2024-08-11,139.1,302.2,12
2024-08-12,326.6,302.2,15
2024-08-13,326.6,391.0,16
2024-08-14,326.6,391.0,14
2024-08-15,326.6,391.0,14
2024-08-16,139.1,293.4,9
2024-08-17,139.1,199.0,8
2024-08-18,139.1,199.0,8
2024-08-19,252.7,199.0,10
2024-08-20,245.5,199.0,9
2024-08-21,245.5,199.0,9
2024-08-22,245.5,199.0,9
2024-08-23,245.5,199.0,9
2024-08-24,245.5,0.0,8
2024-08-25,245.5,0.0,7
2024-08-26,263.3,0.0,7
2024-08-27,270.4,0.0,8
2024-08-28,263.3,0.0,7
2024-08-29,263.3,269.3,9
2024-08-30,310.1,269.3,9
2024-08-31,185.89999999999998,269.3,8
2024-09-01,412.5,269.3,9
2024-09-02,1062.3999999999999,269.3,13
2024-09-03,1062.3999999999999,269.3,13
2024-09-04,1144.6,186.4,13
2024-09-05,1062.3999999999999,0.0,11
2024-09-06,906.0,0.0,10
2024-09-07,906.0,0.0,10
2024-09-08,906.0,0.0,10
2024-09-09,2106.8999999999996,0.0,18
2024-09-10,2198.8999999999996,0.0,18
2024-09-11,2570.0,0.0,19
2024-09-12,2570.0,0.0,19
2024-09-13,2062.0,0.0,17
2024-09-14,2083.1,0.0,18
2024-09-15,1744.0,0.0,15
2024-09-16,1744.0,0.0,15
2024-09-17,1791.0,0.0,16
2024-09-18,2585.2,0.0,20
2024-09-19,1744.0,0.0,15
2024-09-20,1570.9,0.0,15
2024-09-21,791.1,0.0,9
2024-09-22,1071.2,0.0,10
2024-09-23,1287.8,78.0,17
2024-09-24,1287.8,78.0,17
2024-09-25,1287.8,78.0,17
2024-09-26,1007.0,78.0,15
2024-09-27,1007.0,78.0,15
2024-09-28,805.4000000000001,0.0,9
2024-09-29,488.70000000000005,0.0,8
2024-09-30,488.70000000000005,0.0,8
2024-10-01,406.50000000000006,0.0,7
2024-10-02,352.70000000000005,0.0,6
2024-10-03,352.70000000000005,0.0,6
2024-10-04,352.70000000000005,0.0,6
2024-10-05,600.7,0.0,7
2024-10-06,600.7,0.0,7
2024-10-07,1102.0,0.0,9
2024-10-08,1827.3999999999999,0.0,11
2024-10-09,1880.3999999999999,0.0,12
2024-10-10,1822.3,0.0,11
2024-10-11,1191.3,0.0,10
2024-10-12,911.2,0.0,9
2024-10-13,911.2,0.0,9
2024-10-14,2019.2999999999997,0.0,11
2024-10-15,2544.2999999999997,67.2,17
2024-10-16,2166.0,65.9,14
2024-10-17,2037.2999999999997,65.9,13
2024-10-18,2019.2999999999997,65.9,12
2024-10-19,1144.0,65.9,9
2024-10-20,1232.1999999999998,65.9,11
2024-10-21,2588.2000000000003,65.9,16
2024-10-22,2824.2000000000003,65.9,16
2024-10-23,2824.2000000000003,65.9,16
2024-10-24,2824.2000000000003,65.9,16
2024-10-25,2588.2,65.9,15
2024-10-26,2588.2,65.9,15
2024-10-27,1694.3,65.9,15
2024-10-28,1700.3,65.9,15
2024-10-29,1693.1,65.9,14
2024-10-30,1606.1,65.9,13
2024-10-31,1606.1,65.9,13
2024-11-01,1557.3,0.0,12
2024-11-02,1557.3,0.0,12
2024-11-03,1557.3,0.0,12
2024-11-04,1763.8999999999999,0.0,15
2024-11-05,1705.3999999999999,0.0,13
2024-11-06,1718.3999999999999,0.0,13
2024-11-07,1718.3999999999999,0.0,13
2024-11-08,2505.3999999999996,0.0,13
2024-11-09,2490.3999999999996,0.0,12
2024-11-10,1046.2,0.0,6
2024-11-11,1169.8,0.0,7
2024-11-12,1575.9999999999998,0.0,12
2024-11-13,1264.8,246.7,11
2024-11-14,1200.8,246.7,12
2024-11-15,1169.8,246.7,9
2024-11-16,317.2,246.7,7
2024-11-17,357.7,246.7,8
2024-11-18,1192.1,246.7,10
2024-11-19,1174.1,246.7,9
2024-11-20,1174.1,246.7,9
2024-11-21,1174.1,246.7,9
2024-11-22,1916.5,246.7,12
2024-11-23,1144.1,246.7,10
2024-11-24,781.3,246.7,9
2024-11-25,780.1,246.7,8
2024-11-26,884.4000000000001,246.7,10
2024-11-27,900.4000000000001,404.7,12
2024-11-28,1159.9,0.0,9
2024-11-29,45.5,0.0,4
2024-11-30,45.5,0.0,4
2024-12-01,45.5,0.0,4
2024-12-02,45.5,0.0,4
2024-12-03,358.70000000000005,0.0,6
2024-12-04,358.70000000000005,0.0,6
2024-12-05,45.5,0.0,4
2024-12-06,69.5,23.5,6
2024-12-07,69.5,23.5,6
2024-12-08,69.5,23.5,6
2024-12-09,69.5,23.5,6
2024-12-10,82.5,23.5,7
2024-12-11,69.5,23.5,6
2024-12-12,69.5,131.5,11
2024-12-13,135.7,130.5,8
2024-12-14,69.5,107.0,6
2024-12-15,69.5,107.0,6
2024-12-16,127.8,119.0,10
2024-12-17,169.79999999999998,158.0,12
2024-12-18,99.5,146.0,8
2024-12-19,45.5,0.0,4
2024-12-20,45.5,0.0,4
2024-12-21,45.5,0.0,4
2024-12-22,45.5,0.0,4
2024-12-23,45.5,0.0,5
2024-12-24,45.5,0.0,4
2024-12-25,45.5,0.0,4
2024-12-26,45.5,0.0,4
2024-12-27,45.5,0.0,4
2024-12-28,45.5,0.0,4
2024-12-29,45.5,0.0,4
2024-12-30,45.5,0.0,4
2024-12-31,45.5,0.0,4
